run_idx,phase,target_pl_w,ts,temp_c,power_w,power_limit_w,gpu_util_percent,mem_util_percent,fan_percent,graphics_clock_mhz,mem_clock_mhz,note
6,run,275,1775285307.4489768,76,270.716,275.0,100,43,63,1733,5005,
6,run,275,1775285308.4579794,76,264.082,275.0,100,44,63,1733,5005,
6,run,275,1775285309.4699209,76,274.111,275.0,100,46,63,1746,5005,
6,run,275,1775285310.4839265,76,273.969,275.0,100,45,63,1746,5005,
6,run,275,1775285311.491934,76,278.932,275.0,100,43,63,1746,5005,
6,run,275,1775285312.504981,76,272.184,275.0,100,47,63,1733,5005,
6,run,275,1775285313.5189571,76,281.678,275.0,100,43,63,1733,5005,
6,run,275,1775285314.5318918,76,281.579,275.0,100,44,64,1746,5005,
6,run,275,1775285315.54796,76,274.451,275.0,100,42,63,1733,5005,
6,run,275,1775285316.5657198,76,191.101,275.0,100,45,63,1733,5005,
6,run,275,1775285317.5869203,76,174.979,275.0,100,40,63,1733,5005,
6,run,275,1775285318.6039317,76,278.546,275.0,100,42,63,1746,5005,
6,run,275,1775285319.6189284,76,276.762,275.0,100,39,63,1746,5005,
6,run,275,1775285320.6219065,76,238.78,275.0,100,42,63,1670,5005,
6,run,275,1775285321.6459324,77,269.679,275.0,100,44,63,1733,5005,
6,run,275,1775285322.6619134,77,270.058,275.0,100,44,64,1733,5005,
6,run,275,1775285323.6649349,76,269.968,275.0,100,44,64,1733,5005,
6,run,275,1775285324.6749637,77,282.737,275.0,100,46,64,1746,5005,
6,run,275,1775285325.6879516,77,279.991,275.0,100,45,64,1746,5005,
6,run,275,1775285326.6960716,77,262.917,275.0,100,44,63,1733,5005,
6,run,275,1775285327.7089236,77,273.17,275.0,100,44,64,1746,5005,
6,run,275,1775285328.7118595,77,281.1,275.0,100,37,64,1746,5005,
6,run,275,1775285329.7247636,77,267.174,275.0,100,43,64,1746,5005,
6,run,275,1775285330.7279398,77,278.785,275.0,100,45,64,1746,5005,
6,run,275,1775285331.7319734,76,271.458,275.0,100,44,64,1746,5005,
6,run,275,1775285332.7532208,76,253.619,275.0,100,46,64,1746,5005,
6,run,275,1775285333.768932,77,225.327,275.0,100,43,64,1746,5005,
6,run,275,1775285334.7849312,77,261.791,275.0,100,44,64,1733,5005,
6,run,275,1775285335.787973,77,144.147,275.0,100,47,64,1733,5005,
6,run,275,1775285336.809945,76,270.954,275.0,100,44,64,1733,5005,
6,run,275,1775285337.8189857,76,268.997,275.0,100,44,64,1733,5005,
6,run,275,1775285338.8379068,77,279.124,275.0,100,46,65,1746,5005,
6,run,275,1775285339.8409593,77,280.114,275.0,100,44,64,1746,5005,
6,run,275,1775285340.8649228,77,281.87,275.0,100,44,64,1746,5005,
6,run,275,1775285341.8713715,77,275.969,275.0,100,45,65,1746,5005,
6,run,275,1775285342.8849669,77,278.62,275.0,100,43,64,1733,5005,
6,run,275,1775285343.9189324,77,278.882,275.0,100,44,64,1733,5005,
6,run,275,1775285344.9538999,77,262.86,275.0,100,39,64,1721,5005,
6,run,275,1775285345.9576106,77,272.909,275.0,100,41,64,1746,5005,
6,run,275,1775285346.9609816,77,265.054,275.0,100,44,64,1733,5005,
6,run,275,1775285347.963913,77,260.473,275.0,100,45,65,1733,5005,
6,run,275,1775285348.9669642,77,271.05,275.0,100,44,64,1733,5005,
6,run,275,1775285349.984948,77,272.184,275.0,100,43,64,1733,5005,
7,cooldown,300,1775285351.258027,73,76.195,275.0,20,9,65,1733,5508,
7,cooldown,300,1775285352.2611074,70,73.957,275.0,0,0,65,1733,5508,
7,cooldown,300,1775285353.2650137,69,73.453,275.0,1,0,65,1733,5508,
7,cooldown,300,1775285354.2684913,68,63.482,275.0,1,0,65,1442,5508,
7,cooldown,300,1775285355.272103,67,63.093,275.0,1,0,64,1430,5508,
7,cooldown,300,1775285356.275041,66,63.022,275.0,1,0,65,1430,5508,
7,cooldown,300,1775285357.2781966,66,56.712,275.0,5,0,65,1227,5005,
7,cooldown,300,1775285358.2810817,65,56.712,275.0,1,0,64,1227,5005,
7,cooldown,300,1775285359.2840104,65,56.61,275.0,1,0,64,1227,5005,
7,cooldown,300,1775285360.2872658,64,18.573,275.0,2,1,64,746,810,
7,cooldown,300,1775285361.291112,63,18.097,275.0,1,1,63,746,810,
7,cooldown,300,1775285362.2941935,62,18.687,275.0,3,2,63,721,810,
7,cooldown,300,1775285363.2975907,62,15.091,275.0,5,3,62,379,405,
7,cooldown,300,1775285364.3010788,61,14.221,275.0,5,3,61,379,405,
7,cooldown,300,1775285365.30412,61,14.608,275.0,2,2,60,139,405,
7,cooldown,300,1775285366.308274,60,14.118,275.0,3,2,59,139,405,
7,cooldown,300,1775285367.312091,60,15.092,275.0,4,2,57,139,405,
7,cooldown,300,1775285368.3162632,59,14.703,275.0,4,2,55,139,405,
7,cooldown,300,1775285369.3202,59,13.828,275.0,6,3,54,139,405,
7,cooldown,300,1775285370.3231952,58,15.481,275.0,7,3,53,139,405,
7,cooldown,300,1775285371.327262,58,14.703,275.0,7,3,51,139,405,
7,cooldown,300,1775285372.3321075,58,16.065,275.0,6,3,50,139,405,
7,cooldown,300,1775285373.36029,57,13.535,275.0,6,3,49,139,405,
7,cooldown,300,1775285374.3642154,57,13.83,275.0,6,3,48,139,405,
7,cooldown,300,1775285375.3685932,57,14.119,275.0,5,3,47,139,405,
7,cooldown,300,1775285376.3722854,57,14.22,275.0,3,2,46,139,405,
7,cooldown,300,1775285377.3762355,56,13.148,275.0,3,2,45,139,405,
7,cooldown,300,1775285378.3791068,56,14.411,275.0,3,2,44,139,405,
7,cooldown,300,1775285379.3831108,56,13.73,275.0,5,3,43,139,405,
7,cooldown,300,1775285380.386736,55,18.111,275.0,6,3,42,139,405,
7,cooldown,300,1775285381.3902345,55,14.508,275.0,7,3,41,139,405,
7,cooldown,300,1775285382.3941128,55,18.691,275.0,6,3,41,139,405,
7,cooldown,300,1775285383.4052823,55,14.996,275.0,6,3,40,139,405,
7,cooldown,300,1775285384.4091268,55,15.581,275.0,5,3,39,139,405,
7,cooldown,300,1775285385.4120224,54,12.661,275.0,4,3,38,139,405,
7,cooldown,300,1775285386.415196,54,16.746,275.0,3,2,37,139,405,
7,cooldown,300,1775285387.4191997,54,14.897,275.0,3,2,37,139,405,
7,cooldown,300,1775285388.4229865,54,16.942,275.0,4,2,37,139,405,
7,cooldown,300,1775285389.4266415,54,16.454,275.0,6,3,36,139,405,
7,cooldown,300,1775285390.4321587,53,16.162,275.0,7,3,35,139,405,
7,cooldown,300,1775285391.435904,53,15.969,275.0,7,3,35,139,405,
7,cooldown,300,1775285392.4390738,53,15.967,275.0,7,3,34,139,405,
7,cooldown,300,1775285393.4450452,53,15.774,275.0,9,3,33,139,405,
7,cooldown,300,1775285394.4510436,53,15.58,275.0,6,3,33,139,405,
7,cooldown,300,1775285395.4550343,53,18.498,275.0,6,3,33,139,405,
7,cooldown,300,1775285396.4579582,53,15.093,275.0,5,2,32,139,405,
7,cooldown,300,1775285397.4671497,52,15.677,275.0,4,2,32,139,405,
7,cooldown,300,1775285398.4739568,52,15.677,275.0,3,2,31,139,405,
7,cooldown,300,1775285399.479757,52,15.774,275.0,4,2,30,139,405,
7,cooldown,300,1775285400.4860408,52,15.871,275.0,6,3,30,139,405,
7,cooldown,300,1775285401.4919815,52,15.384,275.0,6,3,29,139,405,
7,cooldown,300,1775285402.4972286,52,15.677,275.0,6,3,29,139,405,
7,cooldown,300,1775285403.5042002,52,15.58,275.0,7,3,29,139,405,
7,cooldown,300,1775285404.515983,52,15.58,275.0,6,3,28,139,405,
7,cooldown,300,1775285405.5192015,51,15.288,275.0,4,2,28,139,405,
7,cooldown,300,1775285406.5262897,51,15.677,275.0,3,2,27,139,405,
7,cooldown,300,1775285407.5362723,51,15.19,275.0,3,2,27,139,405,
7,cooldown,300,1775285408.542799,51,15.58,275.0,6,3,27,139,405,
7,cooldown,300,1775285409.5501323,51,15.774,275.0,6,3,27,139,405,
7,cooldown,300,1775285410.5560975,51,15.969,275.0,6,3,26,139,405,
7,cooldown,300,1775285411.5600417,51,15.288,275.0,6,3,26,139,405,
7,cooldown,300,1775285412.5682878,51,15.58,275.0,6,3,26,139,405,
7,cooldown,300,1775285413.5762312,51,15.384,275.0,6,3,25,139,405,
7,cooldown,300,1775285414.5840578,51,15.481,275.0,6,3,25,139,405,
7,cooldown,300,1775285415.5893247,50,15.385,275.0,6,3,25,139,405,
7,cooldown,300,1775285416.597242,50,15.58,275.0,6,3,25,139,405,
7,cooldown,300,1775285417.6050618,50,15.482,275.0,7,3,24,139,405,
7,cooldown,300,1775285418.6121714,50,14.996,275.0,6,3,24,139,405,
7,cooldown,300,1775285419.6171458,50,15.288,275.0,7,3,23,139,405,
7,cooldown,300,1775285420.6273746,50,15.384,275.0,3,2,23,139,405,
7,cooldown,300,1775285421.6352565,50,14.315,275.0,3,2,23,139,405,
7,cooldown,300,1775285422.6421409,50,15.87,275.0,3,2,23,139,405,
7,cooldown,300,1775285423.648536,50,15.677,275.0,5,3,22,139,405,
7,cooldown,300,1775285424.6518786,50,15.481,275.0,6,3,22,139,405,
7,cooldown,300,1775285425.659314,50,15.482,275.0,6,3,22,139,405,
7,cooldown,300,1775285426.6681292,50,15.482,275.0,6,3,22,139,405,
7,cooldown,300,1775285427.6736822,50,15.58,275.0,5,3,21,139,405,
7,cooldown,300,1775285428.6792758,49,15.677,275.0,3,2,21,139,405,
7,cooldown,300,1775285429.6858983,49,15.677,275.0,3,2,21,139,405,
7,cooldown,300,1775285430.692337,49,15.773,275.0,3,2,21,139,405,
7,cooldown,300,1775285431.6964104,49,15.58,275.0,6,3,20,139,405,
7,cooldown,300,1775285432.7060192,49,15.969,275.0,6,3,20,139,405,
7,cooldown,300,1775285433.7103972,49,15.481,275.0,6,3,20,139,405,
7,cooldown,300,1775285434.7151477,49,15.288,275.0,7,3,20,139,405,
7,cooldown,300,1775285435.721152,49,15.092,275.0,6,3,20,139,405,
7,cooldown,300,1775285436.725003,49,16.162,275.0,6,3,19,139,405,
7,cooldown,300,1775285437.7302632,49,15.58,275.0,6,3,19,139,405,
7,cooldown,300,1775285438.7409675,49,15.481,275.0,6,3,19,139,405,
7,cooldown,300,1775285439.7479594,49,15.19,275.0,4,2,19,139,405,
7,cooldown,300,1775285440.7514718,49,15.19,275.0,4,2,19,139,405,
7,cooldown,300,1775285441.7594929,49,15.288,275.0,3,2,18,139,405,
7,cooldown,300,1775285442.7671854,49,15.482,275.0,3,2,18,139,405,
7,cooldown,300,1775285443.774819,49,15.969,275.0,5,2,18,139,405,
7,cooldown,300,1775285444.77908,48,15.482,275.0,6,3,18,139,405,
7,set_pl,300,1775285444.8810651,49,15.473,300.0,8,3,18,139,405,after_set_pl
7,run,300,1775285444.8886898,49,15.473,300.0,8,3,18,139,405,
7,run,300,1775285445.8920045,49,18.199,300.0,6,3,18,139,405,
7,run,300,1775285446.922967,59,293.086,300.0,100,46,18,1809,5005,
7,run,300,1775285447.9470234,60,289.43,300.0,100,38,17,1809,5005,
7,run,300,1775285448.965971,61,290.296,300.0,100,49,17,1809,5005,
7,run,300,1775285449.9800692,61,290.441,300.0,100,48,18,1809,5005,
7,run,300,1775285450.9943492,62,262.444,300.0,100,47,18,1809,5005,
7,run,300,1775285452.0112007,63,137.468,300.0,100,46,20,1797,5005,
7,run,300,1775285453.0309887,63,293.087,300.0,100,44,22,1809,5005,
7,run,300,1775285454.0459847,64,293.568,300.0,100,44,23,1809,5005,
7,run,300,1775285455.0559297,64,295.035,300.0,100,42,25,1809,5005,
7,run,300,1775285456.0620565,65,296.668,300.0,100,45,26,1809,5005,
7,run,300,1775285457.068935,65,297.943,300.0,100,47,28,1809,5005,
7,run,300,1775285458.0839465,66,299.026,300.0,100,46,29,1809,5005,
7,run,300,1775285459.0979671,66,289.526,300.0,100,44,30,1809,5005,
7,run,300,1775285460.1079037,66,294.242,300.0,100,45,32,1809,5005,
7,run,300,1775285461.1108844,67,294.242,300.0,100,46,33,1797,5005,
7,run,300,1775285462.1241815,67,292.341,300.0,100,43,34,1809,5005,
7,run,300,1775285463.132974,68,297.512,300.0,100,45,35,1809,5005,
7,run,300,1775285464.138924,68,294.916,300.0,100,41,36,1797,5005,
7,run,300,1775285465.152004,69,294.242,300.0,100,45,37,1797,5005,
7,run,300,1775285466.1619077,69,285.339,300.0,100,45,39,1784,5005,
7,run,300,1775285467.1649365,69,297.559,300.0,100,46,40,1797,5005,
7,run,300,1775285468.1749487,70,286.446,300.0,100,44,41,1784,5005,
7,run,300,1775285469.18943,70,285.7,300.0,100,46,41,1784,5005,
7,run,300,1775285470.2095885,70,267.455,300.0,100,46,43,1797,5005,
7,run,300,1775285471.2220662,70,260.892,300.0,100,46,43,1797,5005,
7,run,300,1775285472.2298102,71,171.275,300.0,100,45,44,1797,5005,
7,run,300,1775285473.2439098,71,289.598,300.0,100,46,45,1797,5005,
7,run,300,1775285474.2469742,71,152.228,300.0,100,47,45,1797,5005,
7,run,300,1775285475.2639308,71,283.242,300.0,100,44,47,1797,5005,
7,run,300,1775285476.2669618,72,286.398,300.0,100,45,47,1797,5005,
7,run,300,1775285477.313459,72,293.953,300.0,100,44,48,1809,5005,
7,run,300,1775285478.320926,72,288.708,300.0,100,45,48,1784,5005,
7,run,300,1775285479.3289373,72,298.331,300.0,100,44,49,1797,5005,
7,run,300,1775285480.338927,72,290.441,300.0,100,46,49,1784,5005,
7,run,300,1775285481.3489459,73,297.946,300.0,100,45,50,1797,5005,
7,run,300,1775285482.3559797,73,292.582,300.0,100,46,51,1797,5005,
7,run,300,1775285483.37094,73,298.285,300.0,100,48,51,1784,5005,
7,run,300,1775285484.4188774,73,273.657,300.0,100,46,52,1784,5005,
7,run,300,1775285485.4370894,73,294.05,300.0,100,43,52,1797,5005,
7,run,300,1775285486.453906,73,287.071,300.0,100,38,52,1784,5005,
7,run,300,1775285487.4569526,74,288.949,300.0,100,47,53,1784,5005,
7,run,300,1775285488.4769218,74,287.023,300.0,100,43,54,1771,5005,
7,run,300,1775285489.496969,74,298.136,300.0,100,46,54,1771,5005,
7,run,300,1775285490.544079,74,293.857,300.0,100,48,54,1771,5005,
7,run,300,1775285491.5479107,74,302.272,300.0,100,45,55,1784,5005,
7,run,300,1775285492.5509725,74,298.809,300.0,100,45,55,1771,5005,
7,run,300,1775285493.5938857,74,286.374,300.0,100,48,56,1771,5005,
7,run,300,1775285494.6218667,75,299.29,300.0,100,46,56,1797,5005,
7,run,300,1775285495.624936,75,279.297,300.0,100,45,57,1759,5005,
7,run,300,1775285496.627954,75,295.878,300.0,100,43,57,1784,5005,
7,run,300,1775285497.639089,75,291.452,300.0,100,44,57,1797,5005,
7,run,300,1775285498.676021,75,290.224,300.0,100,45,57,1797,5005,
7,run,300,1775285499.7095168,75,291.258,300.0,100,44,57,1797,5005,
7,run,300,1775285500.7159386,75,293.568,300.0,100,42,57,1771,5005,
7,run,300,1775285501.7219644,75,286.251,300.0,100,47,58,1771,5005,
7,run,300,1775285502.7269373,75,292.606,300.0,100,45,58,1771,5005,
7,run,300,1775285503.7309823,75,286.975,300.0,100,45,58,1771,5005,
7,run,300,1775285504.7449234,75,293.665,300.0,100,45,59,1771,5005,
7,run,300,1775285505.7639372,75,301.218,300.0,100,45,59,1771,5005,
7,run,300,1775285506.8030286,76,283.942,300.0,100,47,59,1771,5005,
7,run,300,1775285507.8234076,76,290.32,300.0,100,44,59,1771,5005,
7,run,300,1775285508.842981,76,291.355,300.0,100,45,60,1771,5005,
7,run,300,1775285509.8618374,76,289.598,300.0,100,42,59,1771,5005,
7,run,300,1775285510.8689234,76,300.395,300.0,100,44,60,1784,5005,
7,run,300,1775285511.8719108,76,299.632,300.0,100,49,60,1784,5005,
7,run,300,1775285512.8749151,76,295.059,300.0,100,47,61,1771,5005,
7,run,300,1775285513.8879535,76,299.967,300.0,100,47,61,1784,5005,
7,run,300,1775285514.8929112,76,293.857,300.0,100,45,60,1771,5005,
7,run,300,1775285515.9057214,76,287.625,300.0,100,46,61,1771,5005,
7,run,300,1775285516.927925,76,293.376,300.0,100,43,61,1771,5005,
7,run,300,1775285517.9369283,76,288.708,300.0,100,44,61,1759,5005,
7,run,300,1775285518.939938,76,292.294,300.0,100,44,61,1771,5005,
7,run,300,1775285519.950925,76,292.991,300.0,100,45,61,1771,5005,
7,run,300,1775285520.9619327,76,293.737,300.0,100,42,62,1771,5005,
7,run,300,1775285521.9722834,76,166.26,300.0,100,45,62,1771,5005,
7,run,300,1775285522.991929,76,292.51,300.0,100,45,62,1771,5005,
7,run,300,1775285524.0021572,77,289.334,300.0,100,40,62,1771,5005,
7,run,300,1775285525.0169892,77,291.258,300.0,100,45,62,1771,5005,
7,run,300,1775285526.029967,77,292.774,300.0,100,46,63,1771,5005,
7,run,300,1775285527.036994,77,290.753,300.0,100,44,62,1771,5005,
7,run,300,1775285528.0539308,77,288.852,300.0,100,46,62,1771,5005,
7,run,300,1775285529.0714972,77,293.761,300.0,100,43,63,1771,5005,
7,run,300,1775285530.0909543,77,289.045,300.0,100,46,63,1771,5005,
7,run,300,1775285531.1069703,77,296.745,300.0,100,46,63,1771,5005,
7,run,300,1775285532.1179967,77,293.882,300.0,100,45,63,1771,5005,
7,run,300,1775285533.124995,77,294.627,300.0,100,43,63,1784,5005,
7,run,300,1775285534.128923,77,294.674,300.0,100,43,64,1771,5005,
7,run,300,1775285535.1319876,77,289.237,300.0,100,45,64,1771,5005,
7,run,300,1775285536.149014,77,289.334,300.0,100,44,64,1771,5005,
7,run,300,1775285537.1930265,77,292.895,300.0,100,45,64,1771,5005,
7,run,300,1775285538.1969602,77,286.639,300.0,100,42,64,1771,5005,
7,run,300,1775285539.2054973,77,294.435,300.0,100,43,64,1784,5005,
7,run,300,1775285540.2530875,77,296.91,300.0,100,44,64,1771,5005,
7,run,300,1775285541.267914,77,296.214,300.0,100,43,64,1771,5005,
7,run,300,1775285542.2708793,77,293.182,300.0,100,45,64,1771,5005,
7,run,300,1775285543.2859051,77,295.975,300.0,100,45,64,1771,5005,
7,run,300,1775285544.2893672,77,291.62,300.0,100,44,64,1771,5005,
7,run,300,1775285545.2939353,77,287.721,300.0,100,43,65,1759,5005,
7,run,300,1775285546.296939,77,294.723,300.0,100,44,65,1771,5005,
7,run,300,1775285547.315993,77,296.31,300.0,100,46,65,1771,5005,
7,run,300,1775285548.3279805,77,294.746,300.0,100,44,65,1771,5005,
7,run,300,1775285549.3403416,77,296.456,300.0,100,44,65,1771,5005,
7,run,300,1775285550.3429315,77,288.419,300.0,100,44,65,1771,5005,
7,run,300,1775285551.3599644,77,174.548,300.0,100,45,65,1771,5005,
7,run,300,1775285552.3779566,77,287.408,300.0,100,39,65,1771,5005,
7,run,300,1775285553.3869221,77,288.058,300.0,100,44,65,1771,5005,
7,run,300,1775285554.3899562,77,288.828,300.0,100,45,65,1771,5005,
7,run,300,1775285555.4039464,77,292.63,300.0,100,47,65,1771,5005,
7,run,300,1775285556.4159281,77,245.355,300.0,100,47,66,1784,5005,
7,run,300,1775285557.4235005,77,294.218,300.0,100,47,65,1771,5005,
7,run,300,1775285558.441097,77,302.176,300.0,100,45,65,1771,5005,
7,run,300,1775285559.4629366,77,295.686,300.0,100,45,65,1771,5005,
7,run,300,1775285560.4779932,78,296.671,300.0,100,43,66,1771,5005,
7,run,300,1775285561.4829454,77,295.686,300.0,100,44,66,1771,5005,
7,run,300,1775285562.4869356,78,292.317,300.0,100,41,66,1771,5005,
7,run,300,1775285563.5014956,78,296.071,300.0,100,45,65,1771,5005,
7,run,300,1775285564.510749,78,293.953,300.0,100,43,65,1771,5005,
7,run,300,1775285565.531366,78,295.637,300.0,100,44,66,1771,5005,
7,run,300,1775285566.534954,78,297.199,300.0,100,42,67,1771,5005,
7,run,300,1775285567.5429738,78,297.13,300.0,100,45,66,1771,5005,
7,run,300,1775285568.5519533,78,295.518,300.0,100,44,67,1771,5005,
7,run,300,1775285569.558937,78,304.05,300.0,100,42,66,1771,5005,
7,run,300,1775285570.6039357,78,292.678,300.0,100,47,66,1771,5005,
7,run,300,1775285571.6179442,78,284.325,300.0,100,45,67,1771,5005,
7,run,300,1775285572.633172,78,296.382,300.0,100,46,67,1771,5005,
7,run,300,1775285573.6359339,78,281.293,300.0,100,46,67,1771,5005,
7,run,300,1775285574.6470754,78,284.856,300.0,100,43,68,1784,5005,
7,run,300,1775285575.649548,78,294.674,300.0,100,48,67,1771,5005,
7,run,300,1775285576.6549332,78,289.526,300.0,100,44,66,1759,5005,
7,run,300,1775285577.6599605,78,294.291,300.0,100,45,66,1771,5005,
7,run,300,1775285578.6659226,78,270.575,300.0,100,44,67,1746,5005,
7,run,300,1775285579.6691375,78,290.801,300.0,100,42,67,1771,5005,
7,run,300,1775285580.6739225,78,295.831,300.0,100,45,68,1771,5005,
7,run,300,1775285581.682959,78,297.611,300.0,100,46,67,1771,5005,
7,run,300,1775285582.6949158,78,291.836,300.0,100,47,67,1771,5005,
7,run,300,1775285583.7139785,78,293.761,300.0,100,44,68,1771,5005,
7,run,300,1775285584.7191749,78,302.561,300.0,100,45,68,1784,5005,
7,run,300,1775285585.7259688,78,292.125,300.0,100,44,68,1759,5005,
7,run,300,1775285586.7349823,78,294.05,300.0,100,46,67,1771,5005,
7,run,300,1775285587.7449296,78,296.165,300.0,100,44,67,1771,5005,
7,run,300,1775285588.7579231,78,292.125,300.0,100,45,68,1771,5005,
7,run,300,1775285589.7679396,78,297.515,300.0,100,47,67,1771,5005,
7,run,300,1775285590.7729383,78,291.884,300.0,100,45,67,1771,5005,
7,run,300,1775285591.7879205,78,294.387,300.0,100,47,67,1771,5005,
7,run,300,1775285592.7912662,78,296.742,300.0,100,46,68,1759,5005,
7,run,300,1775285593.800724,78,293.472,300.0,100,41,68,1771,5005,
7,run,300,1775285594.8120487,78,295.782,300.0,100,48,68,1771,5005,
7,run,300,1775285595.8148718,78,301.938,300.0,100,47,68,1771,5005,
7,run,300,1775285596.822014,78,296.937,300.0,100,42,68,1771,5005,
7,run,300,1775285597.8419356,79,193.582,300.0,100,43,68,1771,5005,
7,run,300,1775285598.860912,79,255.9,300.0,100,47,68,1771,5005,
7,run,300,1775285599.874929,78,287.143,300.0,100,43,68,1759,5005,
7,run,300,1775285600.8795118,79,285.604,300.0,100,44,69,1771,5005,
7,run,300,1775285601.88195,78,194.307,300.0,100,47,68,1771,5005,
7,run,300,1775285602.8979032,78,297.009,300.0,100,44,68,1771,5005,
7,run,300,1775285603.9199586,79,294.289,300.0,100,43,68,1771,5005,
7,run,300,1775285604.930965,79,293.906,300.0,100,44,68,1771,5005,
7,run,300,1775285605.9469342,79,294.603,300.0,100,44,69,1771,5005,
7,run,300,1775285606.9656453,78,295.688,300.0,100,48,69,1771,5005,
7,run,300,1775285607.9750001,78,289.213,300.0,100,41,68,1759,5005,
7,run,300,1775285608.9808874,78,291.21,300.0,100,46,69,1759,5005,
7,run,300,1775285609.9993923,78,293.183,300.0,100,46,69,1771,5005,
7,run,300,1775285611.005903,79,292.365,300.0,100,46,69,1771,5005,
7,run,300,1775285612.0108974,79,281.08,300.0,100,41,69,1746,5005,
7,run,300,1775285613.013953,79,294.818,300.0,100,43,68,1771,5005,
7,run,300,1775285614.030164,79,292.125,300.0,100,45,69,1759,5005,
7,run,300,1775285615.0744498,78,284.808,300.0,100,45,68,1759,5005,
7,run,300,1775285616.076914,79,294.771,300.0,100,44,69,1771,5005,
7,run,300,1775285617.0918417,79,291.643,300.0,100,43,69,1771,5005,
7,run,300,1775285618.0949852,79,286.084,300.0,100,46,69,1759,5005,
7,run,300,1775285619.1259239,79,282.547,300.0,100,44,69,1771,5005,
7,run,300,1775285620.1289182,78,297.561,300.0,100,40,69,1771,5005,
7,run,300,1775285621.1523085,79,297.847,300.0,100,45,69,1771,5005,
7,run,300,1775285622.1709633,79,297.922,300.0,100,42,69,1771,5005,
7,run,300,1775285623.1889346,79,294.531,300.0,100,42,69,1771,5005,
7,run,300,1775285624.1922183,79,290.97,300.0,100,45,69,1759,5005,
