ts,elapsed_s,target_c,phase,temp_c,temp_avg_3s,power_w,power_limit_w,gpu_util_percent,mem_util_percent,fan_percent,graphics_clock_mhz,mem_clock_mhz,controller_pl_w,controller_mode,decision_action,in_band_consecutive_s
1775287665.7340393,0.0,80,warmup,45,45.0,12.17,300.0,6,3,5,139,405,300,mid,INIT,0
1775287666.7392442,1.003,80,warmup,45,45.0,12.366,300.0,3,2,5,139,405,300,mid,INIT,0
1775287667.7509503,2.017,80,warmup,57,49.0,289.454,300.0,100,47,4,1822,5005,300,mid,LOW_WAIT,0
1775287668.7629516,3.029,80,warmup,58,53.333,288.515,300.0,100,45,4,1822,5005,300,high,MODE_HIGH,0
1775287670.045618,4.304,80,warmup,50,55.0,71.513,300.0,1,0,6,1835,5508,300,high,LOW_WAIT,0
1775287671.051026,5.317,80,warmup,58,55.333,284.28,300.0,100,55,7,1822,5005,300,high,LOW_WAIT,0
1775287672.0539207,6.32,80,warmup,59,55.667,290.513,300.0,100,55,8,1822,5005,300,high,LOW_WAIT,0
1775287673.0679295,7.334,80,warmup,60,59.0,301.837,300.0,100,57,10,1835,5005,300,high,LOW_WAIT,0
1775287674.0789618,8.345,80,warmup,60,59.667,303.184,300.0,100,56,13,1822,5005,300,high,LOW_WAIT,0
1775287675.1159818,9.382,80,warmup,61,60.333,287.144,300.0,100,57,15,1809,5005,300,high,LOW_WAIT,0
1775287676.1431165,10.397,80,warmup,62,61.0,140.759,300.0,100,56,18,1784,5005,300,high,LOW_WAIT,0
1775287677.163983,11.43,80,warmup,62,61.667,286.711,300.0,100,56,19,1809,5005,300,high,LOW_WAIT,0
1775287678.1863718,12.446,80,warmup,62,62.0,285.795,300.0,100,58,21,1809,5005,300,high,LOW_WAIT,0
1775287679.2022343,13.469,80,warmup,63,62.333,299.151,300.0,100,59,23,1809,5005,300,high,LOW_WAIT,0
1775287680.2479432,14.514,80,warmup,63,62.667,288.876,300.0,100,56,24,1809,5005,300,high,LOW_WAIT,0
1775287681.260935,15.527,80,warmup,64,63.333,264.713,300.0,100,58,25,1784,5005,300,high,LOW_WAIT,0
1775287682.299896,16.566,80,warmup,65,64.0,285.651,300.0,100,57,27,1797,5005,300,high,LOW_WAIT,0
1775287683.313965,17.58,80,warmup,65,64.667,297.322,300.0,100,57,28,1822,5005,300,high,LOW_WAIT,0
1775287684.3269343,18.593,80,warmup,65,65.0,301.164,300.0,100,58,29,1809,5005,300,high,LOW_WAIT,0
1775287685.3409595,19.607,80,warmup,66,65.333,296.071,300.0,100,58,30,1809,5005,300,high,LOW_WAIT,0
1775287686.3469143,20.613,80,warmup,66,65.667,300.783,300.0,100,59,31,1822,5005,300,high,LOW_WAIT,0
1775287687.3639703,21.63,80,warmup,66,66.0,290.224,300.0,100,56,32,1809,5005,300,high,LOW_WAIT,0
1775287688.370914,22.637,80,warmup,67,66.333,290.224,300.0,100,54,33,1809,5005,300,high,LOW_WAIT,0
1775287689.373921,23.64,80,warmup,67,66.667,291.09,300.0,100,54,34,1809,5005,300,high,LOW_WAIT,0
1775287690.3769093,24.643,80,warmup,67,67.0,291.74,300.0,100,58,35,1797,5005,300,high,LOW_WAIT,0
1775287691.3799152,25.646,80,warmup,68,67.333,286.565,300.0,100,56,36,1809,5005,300,high,LOW_WAIT,0
1775287692.3829396,26.649,80,warmup,68,67.667,293.64,300.0,100,58,36,1809,5005,300,high,LOW_WAIT,0
1775287693.3989468,27.665,80,warmup,68,68.0,291.836,300.0,100,54,38,1809,5005,300,high,LOW_WAIT,0
1775287694.4179049,28.684,80,warmup,68,68.0,293.567,300.0,100,52,39,1809,5005,300,high,LOW_WAIT,0
1775287695.4218857,29.688,80,warmup,68,68.0,295.541,300.0,100,53,39,1797,5005,300,high,LOW_WAIT,0
1775287696.4639492,30.73,80,warmup,69,68.333,208.423,300.0,100,55,39,1809,5005,300,high,LOW_WAIT,0
1775287697.478924,31.745,80,warmup,69,68.667,299.34,300.0,100,51,40,1809,5005,300,high,LOW_WAIT,0
1775287698.4969094,32.763,80,warmup,69,69.0,290.561,300.0,100,54,41,1797,5005,300,high,LOW_WAIT,0
